,,,,Marketwise Price & Arrival Report (24-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 24 Jan, 2026","Price on 23 Jan, 2026","Price on 22 Jan, 2026","Arrival on 24 Jan, 2026","Arrival on 23 Jan, 2026","Arrival on 22 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1949.18,2305.35,2204.55,119.20,893.60,746.40
Cereals,Barley(Jau),1980.00,2262.50,-,2272.73,18.00,-,22.00
Cereals,Jowar(Sorghum),3699.00,-,6500.00,-,-,31.00,-
Cereals,Maize,2400.00,1927.74,1902.41,1949.05,303.30,514.80,226.00
Cereals,Paddy(Common),2369.00,2152.84,2236.71,2257.71,6415.70,11121.76,10970.00
Cereals,Wheat,2425.00,2554.93,2486.10,2485.28,2356.20,6058.94,5960.35
Oil Seeds,Groundnut,7263.00,6760.00,6005.00,5900.00,729.00,291.00,45.00
Oil Seeds,Mustard,5950.00,6350.25,6944.93,6085.40,20.30,77.90,270.20
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,9200.00,9000.00,-,33.50,10.00,-
Oil Seeds,Soyabean,5328.00,-,-,4600.00,-,-,40.00
Pulses,Bengal Gram(Gram)(Whole),5650.00,5387.60,5430.63,5827.10,87.10,38.20,15.50
Pulses,Black Gram(Urd Beans)(Whole),7800.00,8850.00,8850.00,8850.00,1.20,1.20,1.20
Pulses,Lentil(Masur)(Whole),6700.00,6793.48,7154.16,6102.15,87.40,148.90,30.30
Vegetables,Onion,-,1586.55,1555.03,1538.44,199.30,138.60,338.40
Vegetables,Potato,-,620.77,610.36,606.44,8225.10,9209.30,10226.30
Vegetables,Tomato,-,2245.61,2189.62,2280.24,206.90,153.20,318.58

