,,,,Marketwise Price & Arrival Report (23-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 23 Feb, 2026","Price on 22 Feb, 2026","Price on 21 Feb, 2026","Arrival on 23 Feb, 2026","Arrival on 22 Feb, 2026","Arrival on 21 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2263.58,2022.20,1859.27,1689.20,1268.50,17771.79
Cereals,Barley(Jau),1980.00,2100.00,-,2221.82,30.00,-,941.40
Cereals,Jowar(Sorghum),3699.00,-,-,2061.20,-,-,443.10
Cereals,Maize,2400.00,2250.73,2174.71,1749.73,436.30,8.50,11466.44
Cereals,Paddy(Common),2369.00,2424.43,2254.72,2239.37,7606.20,4570.60,119755.19
Cereals,Wheat,2425.00,2463.55,2125.55,2442.28,5738.90,2720.50,105084.39
Fibre Crops,Cotton,7710.00,-,-,12535.40,-,-,39.69
Oil Seeds,Groundnut,7263.00,6200.00,6500.00,6581.21,20.00,12.00,1741.60
Oil Seeds,Mustard,5950.00,6072.77,6248.66,6404.32,229.20,1544.00,81.00
Oil Seeds,Soyabean,5328.00,5200.00,-,-,20.00,-,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,5665.00,5300.00,-,15.00,18.50,-
Pulses,Black Gram(Urd Beans)(Whole),7800.00,7254.70,-,8850.00,36.20,-,1.20
Pulses,Green Gram(Moong)(Whole),8768.00,-,-,10043.60,-,-,161.00
Pulses,Lentil(Masur)(Whole),6700.00,7100.00,7050.00,7061.11,1.00,3.50,4.50
Vegetables,Onion,-,1351.01,1434.51,1118.54,167.00,66.50,57349.35
Vegetables,Potato,-,484.15,622.22,486.86,11399.00,1292.40,12094.10
Vegetables,Tomato,-,1395.69,1471.44,1335.91,105.10,52.10,82.80

