,,,,Marketwise Price & Arrival Report (28-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 28 Jan, 2026","Price on 27 Jan, 2026","Price on 26 Jan, 2026","Arrival on 28 Jan, 2026","Arrival on 27 Jan, 2026","Arrival on 26 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1905.24,2194.84,1912.01,71.50,727.00,102.00
Cereals,Barley(Jau),1980.00,2240.00,2225.00,-,20.00,2.00,-
Cereals,Jowar(Sorghum),3699.00,6400.00,2600.00,-,48.10,7.60,-
Cereals,Maize,2400.00,2100.13,2053.81,1911.75,229.00,296.00,33.20
Cereals,Paddy(Common),2369.00,2311.15,2229.63,2451.65,6077.00,7164.40,2122.70
Cereals,Wheat,2425.00,2500.78,2512.55,2540.21,3351.70,3598.90,963.90
Oil Seeds,Groundnut,7263.00,6900.91,6000.00,6750.00,1096.00,133.80,595.00
Oil Seeds,Mustard,5950.00,6621.33,6608.74,6330.82,218.50,1336.60,36.50
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,9172.70,-,9130.00,59.70,-,19.00
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6000.00,-,-,6.00,-,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,5382.13,5449.27,5350.00,88.40,38.10,39.00
Pulses,Black Gram(Urd Beans)(Whole),7800.00,-,8850.00,-,-,1.20,-
Pulses,Lentil(Masur)(Whole),6700.00,6185.38,7192.28,-,96.10,39.50,-
Vegetables,Onion,-,1505.67,1496.58,1470.57,112.80,238.20,196.40
Vegetables,Potato,-,595.92,620.59,626.08,32682.90,5140.40,30158.60
Vegetables,Tomato,-,1760.43,1791.37,2017.39,243.70,188.80,145.40

