,,,,Marketwise Price & Arrival Report (21-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 21 Mar, 2026","Price on 20 Mar, 2026","Price on 19 Mar, 2026","Arrival on 21 Mar, 2026","Arrival on 20 Mar, 2026","Arrival on 19 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1791.68,1839.77,1855.68,47.50,278.50,576.00
Cereals,Barley(Jau),2150.00,2000.00,1983.36,2097.87,86.40,120.20,274.90
Cereals,Maize,2400.00,2030.00,1859.45,1930.82,8.50,51.83,147.00
Cereals,Paddy(Common),2369.00,2448.11,2266.80,2173.23,425.40,1113.35,1248.50
Cereals,Wheat,2585.00,2407.79,2401.30,2365.40,459.30,2951.69,3982.90
Oil Seeds,Groundnut,7263.00,-,5749.86,6000.00,-,48.60,20.00
Oil Seeds,Mustard,6200.00,6254.65,6134.12,6160.16,100.00,345.00,425.00
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,-,13525.00,-,-,29.00,-
Pulses,Bengal Gram(Gram)(Whole),5875.00,5949.21,5157.72,5252.94,56.70,99.10,303.00
Pulses,Lentil(Masur)(Whole),7000.00,7430.00,7450.00,6321.74,3.50,3.50,148.60
Vegetables,Onion,-,1394.82,1434.45,1359.18,19.30,58.20,145.70
Vegetables,Potato,-,678.35,616.81,484.32,115.00,1181.10,5082.30
Vegetables,Tomato,-,1589.15,1162.56,1197.92,17.60,208.70,179.60

