state,commodity_group,commodity,district,market,price_date,price,price_type,model_used,confidence_score,base_last_price,trend_used,prediction_run_date
Andhra Pradesh,Pulses,Arhar(Tur/Red Gram)(Whole),,,2026-02-06,8159.0,predicted,fallback_copy,LOW,8159.0,0.0,2026-02-09
Andhra Pradesh,Pulses,Arhar(Tur/Red Gram)(Whole),,,2026-02-07,8159.0,predicted,fallback_copy,LOW,8159.0,0.0,2026-02-09
Andhra Pradesh,Pulses,Arhar(Tur/Red Gram)(Whole),,,2026-02-08,8159.0,predicted,fallback_copy,LOW,8159.0,0.0,2026-02-09
Andhra Pradesh,Pulses,Bengal Gram(Gram)(Whole),,,2026-02-06,5509.0,predicted,fallback_copy,LOW,5509.0,0.0,2026-02-09
Andhra Pradesh,Pulses,Bengal Gram(Gram)(Whole),,,2026-02-07,5509.0,predicted,fallback_copy,LOW,5509.0,0.0,2026-02-09
Andhra Pradesh,Pulses,Bengal Gram(Gram)(Whole),,,2026-02-08,5509.0,predicted,fallback_copy,LOW,5509.0,0.0,2026-02-09
Andhra Pradesh,Pulses,Black Gram(Urd Beans)(Whole),,,2026-02-06,8374.41,predicted,hybrid_ma,MEDIUM,8349.0,-220.0,2026-02-09
Andhra Pradesh,Pulses,Black Gram(Urd Beans)(Whole),,,2026-02-07,8459.0,predicted,hybrid_ma,MEDIUM,8349.0,-220.0,2026-02-09
Andhra Pradesh,Pulses,Black Gram(Urd Beans)(Whole),,,2026-02-08,8543.59,predicted,hybrid_ma,MEDIUM,8349.0,-220.0,2026-02-09
Andhra Pradesh,Fibre Crops,Cotton,,,2026-02-07,8013.0,predicted,hybrid_trend,HIGH,8019.0,-10.0,2026-02-09
Andhra Pradesh,Fibre Crops,Cotton,,,2026-02-08,8009.0,predicted,hybrid_trend,HIGH,8019.0,-10.0,2026-02-09
Andhra Pradesh,Fibre Crops,Cotton,,,2026-02-09,8005.0,predicted,hybrid_trend,HIGH,8019.0,-10.0,2026-02-09
Andhra Pradesh,Oil Seeds,Groundnut,,,2026-02-07,7740.57,predicted,hybrid_trend,HIGH,7724.32,27.079999999999927,2026-02-09
Andhra Pradesh,Oil Seeds,Groundnut,,,2026-02-08,7751.4,predicted,hybrid_trend,HIGH,7724.32,27.079999999999927,2026-02-09
Andhra Pradesh,Oil Seeds,Groundnut,,,2026-02-09,7762.23,predicted,hybrid_trend,HIGH,7724.32,27.079999999999927,2026-02-09
Andhra Pradesh,Vegetables,Onion,,,2026-02-06,1358.28,predicted,hybrid_ma,MEDIUM,1459.0,174.0,2026-02-09
Andhra Pradesh,Vegetables,Onion,,,2026-02-07,1372.0,predicted,hybrid_ma,MEDIUM,1459.0,174.0,2026-02-09
Andhra Pradesh,Vegetables,Onion,,,2026-02-08,1385.72,predicted,hybrid_ma,MEDIUM,1459.0,174.0,2026-02-09
Andhra Pradesh,Vegetables,Potato,,,2026-02-07,1600.0,predicted,fallback_copy,LOW,1600.0,0.0,2026-02-09
Andhra Pradesh,Vegetables,Potato,,,2026-02-08,1600.0,predicted,fallback_copy,LOW,1600.0,0.0,2026-02-09
Andhra Pradesh,Vegetables,Potato,,,2026-02-09,1600.0,predicted,fallback_copy,LOW,1600.0,0.0,2026-02-09
Andhra Pradesh,Oil Seeds,Sunflower Seed,,,2026-02-05,6331.0,predicted,fallback_copy,LOW,6331.0,0.0,2026-02-09
Andhra Pradesh,Oil Seeds,Sunflower Seed,,,2026-02-06,6331.0,predicted,fallback_copy,LOW,6331.0,0.0,2026-02-09
Andhra Pradesh,Oil Seeds,Sunflower Seed,,,2026-02-07,6331.0,predicted,fallback_copy,LOW,6331.0,0.0,2026-02-09
Andhra Pradesh,Vegetables,Tomato,,,2026-02-07,1171.03,predicted,hybrid_trend,HIGH,1187.93,-28.169999999999845,2026-02-09
Andhra Pradesh,Vegetables,Tomato,,,2026-02-08,1159.76,predicted,hybrid_trend,HIGH,1187.93,-28.169999999999845,2026-02-09
Andhra Pradesh,Vegetables,Tomato,,,2026-02-09,1148.49,predicted,hybrid_trend,HIGH,1187.93,-28.169999999999845,2026-02-09
