,,,,Marketwise Price & Arrival Report (17-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 17 Mar, 2026","Price on 16 Mar, 2026","Price on 15 Mar, 2026","Arrival on 17 Mar, 2026","Arrival on 16 Mar, 2026","Arrival on 15 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2231.70,2212.35,2162.00,47.90,105.70,168.00
Cereals,Barley(Jau),2150.00,4000.00,-,-,30.00,-,-
Cereals,Jowar(Sorghum),3699.00,3516.38,3085.44,3126.58,139.00,438.00,18.40
Cereals,Maize,2400.00,1643.04,1697.53,1703.41,3473.00,4443.20,2534.90
Cereals,Paddy(Common),2369.00,2265.37,2282.25,2285.83,609.60,1046.10,615.90
Cereals,Ragi(Finger Millet),4886.00,3551.08,3464.47,3433.00,359.60,244.80,573.90
Cereals,Wheat,2585.00,3489.99,3878.83,3600.00,265.40,146.90,37.50
Fibre Crops,Cotton,7710.00,8005.37,7836.24,-,785.70,3100.20,-
Oil Seeds,Copra,12100.00,18420.49,23743.78,29901.96,46.60,55.50,5.10
Oil Seeds,Groundnut,7263.00,7477.97,7856.48,4850.00,280.40,392.70,11.30
Oil Seeds,Mustard,6200.00,10250.00,10250.00,-,38.10,7.80,-
Oil Seeds,Safflower,6540.00,4846.57,4880.78,-,18.60,15.20,-
Oil Seeds,Soyabean,5328.00,5301.58,5439.96,4902.00,88.40,76.70,21.30
Oil Seeds,Sunflower,7721.00,7054.59,7284.82,6718.14,866.70,1423.60,415.80
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7570.56,7548.55,7543.63,480.80,1044.80,184.30
Pulses,Bengal Gram(Gram)(Whole),5875.00,5485.74,5071.78,4977.20,749.90,857.70,325.60
Pulses,Black Gram(Urd Beans)(Whole),7800.00,12650.00,12650.00,-,10.00,312.50,-
Pulses,Green Gram(Moong)(Whole),8768.00,9093.82,8956.14,-,100.80,122.70,-

