,,,,Marketwise Price & Arrival Report (21-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 21 Jan, 2026","Price on 20 Jan, 2026","Price on 19 Jan, 2026","Arrival on 21 Jan, 2026","Arrival on 20 Jan, 2026","Arrival on 19 Jan, 2026"
Cereals,Maize,2400.00,1858.00,-,-,22.40,-,-
Cereals,Paddy(Common),2369.00,2602.31,2475.00,2623.00,121.80,30.60,28.40
Fibre Crops,Cotton,7710.00,7948.00,7730.00,8000.00,244.50,438.50,305.90
Oil Seeds,Groundnut,7263.00,8259.00,7859.00,6885.00,15.30,16.90,22.80
Oil Seeds,Soyabean,5328.00,5255.00,-,-,37.60,-,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,5705.00,5461.00,-,1.00,8.20,-

