,,,,Marketwise Price & Arrival Report (18-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 18 Mar, 2026","Price on 17 Mar, 2026","Price on 16 Mar, 2026","Arrival on 18 Mar, 2026","Arrival on 17 Mar, 2026","Arrival on 16 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2144.00,2231.70,2158.29,28.60,47.90,141.80
Cereals,Barley(Jau),2150.00,-,4000.00,-,-,30.00,-
Cereals,Jowar(Sorghum),3699.00,3189.35,3516.38,3085.44,178.10,139.00,438.00
Cereals,Maize,2400.00,1692.95,1644.31,1697.53,8429.80,3552.30,4443.20
Cereals,Paddy(Common),2369.00,1957.25,2265.37,2282.25,191.30,609.60,1046.10
Cereals,Ragi(Finger Millet),4886.00,3862.70,3551.08,3464.47,157.60,359.60,244.80
Cereals,Wheat,2585.00,4002.09,3489.99,3878.83,70.10,265.40,146.90
Fibre Crops,Cotton,7710.00,7849.99,8005.37,7836.24,687.40,785.70,3100.20
Oil Seeds,Copra,12100.00,26203.30,18420.49,23743.78,18.20,46.60,55.50
Oil Seeds,Groundnut,7263.00,6645.38,7477.97,7856.48,49.10,280.40,392.70
Oil Seeds,Mustard,6200.00,10250.00,10250.00,10250.00,4.80,38.10,7.80
Oil Seeds,Safflower,6540.00,-,4846.57,4880.78,-,18.60,15.20
Oil Seeds,Soyabean,5328.00,5491.92,5301.58,5439.96,84.80,88.40,76.70
Oil Seeds,Sunflower,7721.00,7121.53,7054.59,7284.82,719.50,866.70,1423.60
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7850.37,7570.56,7548.55,10.20,480.80,1044.80
Pulses,Bengal Gram(Gram)(Whole),5875.00,5167.48,5483.54,5071.78,831.80,758.90,857.70
Pulses,Black Gram(Urd Beans)(Whole),7800.00,11310.67,12650.00,12650.00,3.60,10.00,312.50
Pulses,Green Gram(Moong)(Whole),8768.00,11142.67,9093.82,8956.14,579.30,100.80,122.70

