,,,,Marketwise Price & Arrival Report (28-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 28 Feb, 2026","Price on 27 Feb, 2026","Price on 26 Feb, 2026","Arrival on 28 Feb, 2026","Arrival on 27 Feb, 2026","Arrival on 26 Feb, 2026"
Cereals,Jowar(Sorghum),3699.00,-,2200.00,-,-,27.00,-
Cereals,Paddy(Common),2369.00,-,2676.00,2710.35,-,8.70,113.80
Fibre Crops,Cotton,7710.00,7583.73,8000.00,7900.00,66.50,363.50,564.60
Oil Seeds,Groundnut,7263.00,-,9286.00,8899.00,-,74.40,33.30
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7414.36,7766.52,7720.96,104.30,739.50,888.80
Pulses,Bengal Gram(Gram)(Whole),5650.00,4800.00,-,-,7.40,-,-

