,,,,Marketwise Price & Arrival Report (25-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 25 Mar, 2026","Price on 24 Mar, 2026","Price on 23 Mar, 2026","Arrival on 25 Mar, 2026","Arrival on 24 Mar, 2026","Arrival on 23 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2504.43,1964.63,2206.32,57.60,108.60,327.70
Cereals,Jowar(Sorghum),3699.00,3030.35,3539.63,4150.86,79.80,278.70,56.50
Cereals,Maize,2400.00,1690.11,1701.70,1740.73,4396.80,5734.10,5380.80
Cereals,Paddy(Common),2369.00,2416.24,2076.62,2366.28,649.50,1657.10,801.30
Cereals,Ragi(Finger Millet),4886.00,3450.45,3194.10,3168.52,660.70,274.80,502.40
Cereals,Wheat,2585.00,3188.51,3800.59,3774.45,204.80,102.10,333.70
Fibre Crops,Cotton,7710.00,8027.02,7681.21,7673.99,676.00,676.40,1122.70
Oil Seeds,Copra,12100.00,22359.49,24240.54,20723.71,97.50,101.70,48.50
Oil Seeds,Groundnut,7263.00,7049.79,6997.37,7278.09,602.90,413.20,560.70
Oil Seeds,Mustard,6200.00,10250.00,10250.00,10250.00,2.10,23.10,36.90
Oil Seeds,Safflower,6540.00,5015.90,4913.66,4878.12,35.50,8.70,59.10
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8944.44,-,16500.00,13.50,-,1.50
Oil Seeds,Soyabean,5328.00,5670.95,5230.15,5406.63,59.20,45.80,74.50
Oil Seeds,Sunflower,7721.00,6895.60,7116.71,7240.40,1436.10,828.50,1396.50
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7381.16,7282.38,7259.55,362.70,286.20,916.30
Pulses,Bengal Gram(Gram)(Whole),5875.00,5634.37,5213.52,5266.24,976.10,770.00,798.70
Pulses,Black Gram(Urd Beans)(Whole),7800.00,9500.00,9618.52,9500.00,16.50,29.70,51.60
Pulses,Green Gram(Moong)(Whole),8768.00,7882.70,8112.69,8287.83,473.00,296.30,152.80

