,,,,Marketwise Price & Arrival Report (26-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 26 Mar, 2026","Price on 25 Mar, 2026","Price on 24 Mar, 2026","Arrival on 26 Mar, 2026","Arrival on 25 Mar, 2026","Arrival on 24 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2205.30,2504.43,1964.63,238.50,57.60,108.60
Cereals,Jowar(Sorghum),3699.00,3151.45,3030.35,3539.63,281.20,79.80,278.70
Cereals,Maize,2400.00,1744.63,1690.11,1701.70,4842.10,4396.80,5734.10
Cereals,Paddy(Common),2369.00,2178.17,2416.24,2076.62,1144.10,649.50,1657.10
Cereals,Ragi(Finger Millet),4886.00,3068.79,3458.61,3194.10,422.40,664.20,274.80
Cereals,Wheat,2585.00,3609.10,3188.51,3800.59,210.50,204.80,102.10
Fibre Crops,Cotton,7710.00,7965.75,8027.02,7681.21,461.10,676.00,676.40
Oil Seeds,Copra,12100.00,17566.13,22359.49,24240.54,43.70,97.50,101.70
Oil Seeds,Groundnut,7263.00,6846.92,7049.79,6997.37,431.40,602.90,413.20
Oil Seeds,Mustard,6200.00,10250.00,10250.00,10250.00,4.00,2.10,23.10
Oil Seeds,Safflower,6540.00,4491.73,5015.90,4913.66,67.60,35.50,8.70
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,-,8944.44,-,-,13.50,-
Oil Seeds,Soyabean,5328.00,5493.00,5670.95,5230.15,39.90,59.20,45.80
Oil Seeds,Sunflower,7721.00,6958.50,6895.60,7116.71,721.20,1436.10,828.50
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7463.99,7381.16,7282.38,446.70,362.70,286.20
Pulses,Bengal Gram(Gram)(Whole),5875.00,5466.68,5634.37,5213.52,914.50,976.10,770.00
Pulses,Black Gram(Urd Beans)(Whole),7800.00,9500.00,9500.00,9618.52,24.60,16.50,29.70
Pulses,Green Gram(Moong)(Whole),8768.00,8374.86,7882.70,8112.69,258.80,473.00,296.30

