,,,,Marketwise Price & Arrival Report (21-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 21 Feb, 2026","Price on 20 Feb, 2026","Price on 19 Feb, 2026","Arrival on 21 Feb, 2026","Arrival on 20 Feb, 2026","Arrival on 19 Feb, 2026"
Cereals,Paddy(Common),2369.00,2763.00,2816.00,2879.00,9.40,22.90,14.40
Fibre Crops,Cotton,7710.00,7900.00,7557.00,8006.63,237.00,495.20,300.10
Oil Seeds,Copra,12100.00,-,29500.00,29954.00,-,25.00,10.00
Oil Seeds,Groundnut,7263.00,8779.00,8515.00,8669.00,66.00,40.50,74.10
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7979.00,8110.00,7889.00,254.30,214.00,180.00
Pulses,Bengal Gram(Gram)(Whole),5650.00,5000.00,-,5316.00,11.80,-,86.10

