,,,,Marketwise Price & Arrival Report (05-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 05 Feb, 2026","Price on 04 Feb, 2026","Price on 03 Feb, 2026","Arrival on 05 Feb, 2026","Arrival on 04 Feb, 2026","Arrival on 03 Feb, 2026"
Cereals,Paddy(Common),2369.00,2541.61,2819.00,2549.00,32.50,16.50,29.40
Fibre Crops,Cotton,7710.00,7758.00,8250.00,7783.00,1283.10,1666.90,646.20
Oil Seeds,Groundnut,7263.00,8110.00,8029.00,8005.00,18.90,27.50,19.80
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8627.62,8289.07,8489.31,881.60,992.50,574.40
Pulses,Bengal Gram(Gram)(Whole),5650.00,5525.00,5775.00,-,49.80,11.50,-
Vegetables,Onion,-,1100.00,-,-,93.30,-,-

