,,,,Marketwise Price & Arrival Report (23-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 23 Feb, 2026","Price on 22 Feb, 2026","Price on 21 Feb, 2026","Arrival on 23 Feb, 2026","Arrival on 22 Feb, 2026","Arrival on 21 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2070.65,1650.00,1859.77,57.42,24.20,9.92
Cereals,Barley(Jau),1980.00,2321.35,-,2148.89,21.00,-,35.88
Cereals,Jowar(Sorghum),3699.00,5800.00,-,4200.00,0.64,-,0.44
Cereals,Maize,2400.00,1541.14,1535.35,1510.90,24537.11,2802.07,11261.77
Cereals,Paddy(Common),2369.00,4021.65,3391.68,4020.24,6577.60,1102.76,3696.25
Cereals,Wheat,2425.00,2385.72,2397.56,2436.39,22193.26,2281.84,11354.27
Fibre Crops,Cotton,7710.00,7475.82,7432.87,7478.37,1001.80,546.86,873.86
Oil Seeds,Groundnut,7263.00,6402.28,4809.47,6535.96,34.31,12.30,9.41
Oil Seeds,Mustard,5950.00,5854.21,6022.54,5965.62,6686.68,116.90,3667.17
Oil Seeds,Niger Seed(Ramtil),9537.00,8520.00,-,-,25.25,-,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8703.90,8440.00,13235.14,0.19,0.10,0.50
Oil Seeds,Soyabean,5328.00,5043.11,4816.27,5143.77,6795.90,306.63,3801.35
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7679.64,6856.88,7758.22,1734.42,425.50,1354.26
Pulses,Bengal Gram(Gram)(Whole),5650.00,5300.22,5180.81,5246.09,3162.87,342.54,1622.65
Pulses,Black Gram(Urd Beans)(Whole),7800.00,5972.52,6615.82,7710.83,506.91,38.46,78.89
Pulses,Green Gram(Moong)(Whole),8768.00,6192.32,5200.00,6489.03,91.14,0.19,47.11
Pulses,Lentil(Masur)(Whole),6700.00,6237.16,6513.76,6199.07,1604.73,18.41,699.08
Vegetables,Onion,-,1136.27,700.00,1195.95,2062.58,12.20,1087.91
Vegetables,Potato,-,681.23,565.15,817.37,874.06,52.80,633.00
Vegetables,Tomato,-,706.43,711.65,741.38,4.82,4.98,2.03

