,,,,Marketwise Price & Arrival Report (16-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 16 Mar, 2026","Price on 15 Mar, 2026","Price on 14 Mar, 2026","Arrival on 16 Mar, 2026","Arrival on 15 Mar, 2026","Arrival on 14 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1720.92,-,1760.00,37.78,-,57.64
Cereals,Barley(Jau),2150.00,2034.56,2050.39,2027.42,665.41,29.89,90.57
Cereals,Jowar(Sorghum),3699.00,2742.16,-,2210.00,2.28,-,1.96
Cereals,Maize,2400.00,1651.41,1597.97,1651.12,15545.92,1890.90,3262.05
Cereals,Paddy(Common),2369.00,3902.37,3378.94,3413.70,4979.76,684.58,1556.57
Cereals,Wheat,2585.00,2316.12,2266.08,2316.25,76026.04,5507.36,17147.47
Fibre Crops,Cotton,7710.00,7469.36,7657.88,7469.15,594.43,222.58,347.88
Oil Seeds,Groundnut,7263.00,8598.75,6352.81,6014.99,42.29,19.97,6.21
Oil Seeds,Mustard,6200.00,6072.53,6159.35,6076.92,10295.18,780.86,2403.91
Oil Seeds,Niger Seed(Ramtil),9537.00,8500.00,-,9500.00,2.00,-,6.00
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,7770.77,-,7000.00,1.96,-,10.00
Oil Seeds,Soyabean,5328.00,5249.32,5022.92,5290.13,11851.60,285.48,2151.40
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7440.71,8079.76,7880.42,1250.93,731.81,1064.10
Pulses,Bengal Gram(Gram)(Whole),5875.00,5217.14,5209.33,5306.86,8110.23,582.72,1086.51
Pulses,Black Gram(Urd Beans)(Whole),7800.00,8531.37,7990.70,8745.89,331.96,52.21,366.22
Pulses,Green Gram(Moong)(Whole),8768.00,7080.25,-,7559.32,135.49,-,7.62
Pulses,Lentil(Masur)(Whole),7000.00,6320.14,5496.61,6414.51,2465.83,48.32,412.80
Vegetables,Onion,-,1072.44,858.67,1087.53,1544.80,129.13,922.89
Vegetables,Potato,-,523.31,603.53,525.90,471.02,59.16,230.31
Vegetables,Tomato,-,832.94,819.23,-,9.31,34.80,-

