,,,,Marketwise Price & Arrival Report (02-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 02 Feb, 2026","Price on 01 Feb, 2026","Price on 31 Jan, 2026","Arrival on 02 Feb, 2026","Arrival on 01 Feb, 2026","Arrival on 31 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1925.00,1910.00,1943.53,8.78,16.25,45.94
Cereals,Barley(Jau),1980.00,2349.32,2270.00,2304.08,3.80,0.25,21.79
Cereals,Jowar(Sorghum),3699.00,-,2000.00,4321.76,-,0.10,1.88
Cereals,Maize,2400.00,1543.04,1561.34,1523.14,32895.29,3598.26,15693.02
Cereals,Paddy(Common),2369.00,3717.95,3801.51,3739.01,13416.61,3290.23,11355.29
Cereals,Wheat,2425.00,2495.19,2432.20,2517.96,14215.86,1653.75,9081.12
Fibre Crops,Cotton,7710.00,7556.82,7410.01,7561.13,1993.75,800.07,1928.03
Oil Seeds,Groundnut,7263.00,6657.19,6689.31,7036.63,116.86,9.07,71.35
Oil Seeds,Mustard,5950.00,5947.72,6697.25,6425.52,1821.10,46.75,669.70
Oil Seeds,Niger Seed(Ramtil),9537.00,-,9930.00,-,-,31.05,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,7521.79,8500.00,6432.00,2.70,4.00,0.99
Oil Seeds,Soyabean,5328.00,5545.84,4895.16,5485.36,7975.22,164.70,4516.67
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8348.97,8442.85,8044.57,1555.41,693.34,1763.60
Pulses,Bengal Gram(Gram)(Whole),5650.00,5578.29,5364.93,5640.91,1969.27,114.10,1093.61
Pulses,Black Gram(Urd Beans)(Whole),7800.00,8379.15,8943.10,8701.17,2751.82,73.07,474.47
Pulses,Green Gram(Moong)(Whole),8768.00,6693.99,9700.00,6658.20,152.89,2.00,25.02
Pulses,Lentil(Masur)(Whole),6700.00,6085.68,5389.01,5668.48,336.53,215.27,353.01
Vegetables,Onion,-,1051.56,833.33,1144.08,1432.87,9.00,1778.20
Vegetables,Potato,-,940.08,1283.33,890.83,724.92,360.00,1128.35

