,,,,Marketwise Price & Arrival Report (24-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 24 Mar, 2026","Price on 23 Mar, 2026","Price on 22 Mar, 2026","Arrival on 24 Mar, 2026","Arrival on 23 Mar, 2026","Arrival on 22 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1861.00,1781.97,1400.00,29.26,37.74,2.50
Cereals,Barley(Jau),2150.00,2121.00,2110.03,-,233.37,370.70,-
Cereals,Jowar(Sorghum),3699.00,-,2573.70,-,-,5.72,-
Cereals,Maize,2400.00,1691.25,1684.53,1673.43,12484.03,12566.51,1890.42
Cereals,Paddy(Common),2369.00,3908.12,3861.28,3558.07,3565.46,5932.33,720.24
Cereals,Wheat,2585.00,2307.65,2312.14,2284.01,69085.01,81545.11,7182.14
Fibre Crops,Cotton,7710.00,7551.02,7391.26,6680.29,342.91,460.23,65.55
Oil Seeds,Groundnut,7263.00,6847.54,8028.17,5476.78,108.75,89.84,19.48
Oil Seeds,Mustard,6200.00,6431.26,6498.62,6653.46,8073.16,8170.82,681.56
Oil Seeds,Niger Seed(Ramtil),9537.00,9100.00,-,-,2.00,-,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,7212.99,8128.70,13302.50,0.38,20.60,0.25
Oil Seeds,Soyabean,5328.00,5349.30,5369.00,4814.73,9845.55,9306.29,390.34
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7189.93,7367.50,7948.06,335.58,784.60,455.10
Pulses,Bengal Gram(Gram)(Whole),5875.00,5222.55,5232.42,5044.83,7588.30,8992.04,510.27
Pulses,Black Gram(Urd Beans)(Whole),7800.00,8286.97,8051.49,8759.03,298.46,284.89,131.81
Pulses,Green Gram(Moong)(Whole),8768.00,7383.58,6884.08,-,144.64,177.07,-
Pulses,Lentil(Masur)(Whole),7000.00,6542.15,6685.76,6089.09,1941.72,2442.39,32.41
Vegetables,Onion,-,1102.38,907.21,800.85,1173.53,960.70,40.45
Vegetables,Potato,-,574.75,622.20,470.18,424.89,566.95,77.80
Vegetables,Tomato,-,620.60,702.25,714.73,4.50,5.16,5.50

