,,,,Marketwise Price & Arrival Report (07-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 07 Mar, 2026","Price on 06 Mar, 2026","Price on 05 Mar, 2026","Arrival on 07 Mar, 2026","Arrival on 06 Mar, 2026","Arrival on 05 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1738.93,1730.00,1600.00,58.39,19.23,2.00
Cereals,Barley(Jau),1980.00,1971.54,1840.47,1956.90,426.02,371.24,87.30
Cereals,Maize,2400.00,1580.49,1592.80,1592.68,8687.00,10618.47,6567.16
Cereals,Paddy(Common),2369.00,3829.31,3844.08,4014.93,3272.39,4558.38,1893.42
Cereals,Wheat,2425.00,2274.22,2258.54,2240.82,21678.29,25647.93,16696.91
Fibre Crops,Cotton,7710.00,7418.58,7657.90,7590.68,362.98,388.67,414.57
Oil Seeds,Groundnut,7263.00,5286.82,-,6796.13,37.45,-,54.18
Oil Seeds,Mustard,5950.00,5985.68,5861.44,5784.94,7902.68,8687.00,3588.71
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8029.88,-,8312.60,6.00,-,0.40
Oil Seeds,Soyabean,5328.00,5309.08,5225.52,5260.75,5292.01,6369.79,3216.44
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7854.70,7873.96,7017.55,679.87,1145.46,255.15
Pulses,Bengal Gram(Gram)(Whole),5650.00,5108.44,5048.48,5140.82,1790.49,2040.09,1321.46
Pulses,Black Gram(Urd Beans)(Whole),7800.00,8505.95,8812.42,7598.71,92.98,97.40,32.96
Pulses,Green Gram(Moong)(Whole),8768.00,6297.49,6495.12,7827.51,86.05,87.51,30.55
Pulses,Lentil(Masur)(Whole),6700.00,6246.85,6215.76,6342.76,1030.51,1785.27,950.53
Vegetables,Onion,-,1166.48,968.59,1093.49,795.64,867.28,623.96
Vegetables,Potato,-,418.67,510.65,792.33,723.46,839.13,428.22
Vegetables,Tomato,-,602.94,438.24,529.41,1.36,2.55,3.40

