,,,,Marketwise Price & Arrival Report (02-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 02 Mar, 2026","Price on 01 Mar, 2026","Price on 28 Feb, 2026","Arrival on 02 Mar, 2026","Arrival on 01 Mar, 2026","Arrival on 28 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2261.99,-,1738.00,28.00,-,9.87
Cereals,Barley(Jau),1980.00,1925.14,-,-,432.99,-,-
Cereals,Jowar(Sorghum),3699.00,-,-,1992.00,-,-,0.20
Cereals,Maize,2400.00,1553.35,1536.52,1559.21,8545.15,1858.84,3848.76
Cereals,Paddy(Common),2369.00,3895.98,3421.81,3739.54,2354.10,927.48,2611.03
Cereals,Wheat,2425.00,2235.22,2288.19,2270.44,26666.32,2885.77,8252.49
Fibre Crops,Cotton,7710.00,7432.16,6785.01,7288.36,474.28,305.02,628.22
Oil Seeds,Groundnut,7263.00,6931.31,6112.57,5530.18,40.78,10.03,15.41
Oil Seeds,Mustard,5950.00,5797.89,5802.60,5592.44,8634.14,257.25,2459.66
Oil Seeds,Niger Seed(Ramtil),9537.00,-,9975.00,-,-,5.43,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,9168.28,-,7525.00,3.70,-,0.30
Oil Seeds,Soyabean,5328.00,5131.69,4979.86,5123.26,4600.26,250.46,1543.29
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7700.30,7822.43,7744.87,799.32,726.20,1777.41
Pulses,Bengal Gram(Gram)(Whole),5650.00,5084.01,5084.46,5317.73,2656.78,446.05,879.48
Pulses,Black Gram(Urd Beans)(Whole),7800.00,7181.59,-,7746.30,155.67,-,65.70
Pulses,Green Gram(Moong)(Whole),8768.00,7287.10,-,8131.94,47.29,-,34.72
Pulses,Lentil(Masur)(Whole),6700.00,6085.86,6369.23,6354.16,1956.50,52.34,422.93
Vegetables,Onion,-,1166.44,731.06,967.93,933.06,43.40,1217.02
Vegetables,Potato,-,547.64,850.00,468.12,419.96,1.20,1073.47
Vegetables,Tomato,-,517.10,899.58,800.00,10.70,1.20,1.40

