,,,,Marketwise Price & Arrival Report (17-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 17 Jan, 2026","Price on 16 Jan, 2026","Price on 15 Jan, 2026","Arrival on 17 Jan, 2026","Arrival on 16 Jan, 2026","Arrival on 15 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2104.43,1955.26,1944.61,173.35,89.35,70.91
Cereals,Barley(Jau),1980.00,-,2314.27,2104.81,-,6.24,35.78
Cereals,Jowar(Sorghum),3699.00,4000.00,4533.38,2150.00,0.26,5.24,4.04
Cereals,Maize,2400.00,1609.65,1602.46,1617.14,23540.35,38338.04,30587.79
Cereals,Paddy(Common),2369.00,3646.58,3512.78,3643.87,18347.62,19771.47,11977.92
Cereals,Wheat,2425.00,2605.27,2630.82,2614.75,13966.91,16413.09,10151.59
Fibre Crops,Cotton,7710.00,7466.93,7565.99,7547.42,4422.64,3870.57,2658.26
Oil Seeds,Groundnut,7263.00,5694.63,6256.70,6572.16,67.17,152.48,104.25
Oil Seeds,Mustard,5950.00,6608.02,6674.17,6697.54,515.56,683.62,509.92
Oil Seeds,Niger Seed(Ramtil),9537.00,-,9800.00,9800.00,-,2.81,11.90
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,10093.18,8717.49,8273.80,25.17,20.40,4.80
Oil Seeds,Soyabean,5328.00,5272.47,5196.73,4929.40,3808.13,4947.69,9408.69
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7128.42,6662.05,6908.98,911.87,1190.75,705.86
Pulses,Bengal Gram(Gram)(Whole),5650.00,5362.08,5397.83,5583.76,1012.66,1665.26,604.55
Pulses,Black Gram(Urd Beans)(Whole),7800.00,7029.16,6878.68,7534.07,294.70,254.91,137.66
Pulses,Green Gram(Moong)(Whole),8768.00,7577.00,7406.16,7006.33,20.56,16.88,48.64
Pulses,Lentil(Masur)(Whole),6700.00,6028.38,5834.11,5872.85,128.57,223.04,136.64
Vegetables,Onion,-,1190.61,1075.44,1439.38,1542.81,1154.11,1596.78
Vegetables,Potato,-,887.86,805.50,711.56,647.08,421.99,436.64
Vegetables,Tomato,-,-,450.00,450.00,-,49.10,29.90

