,,,,Marketwise Price & Arrival Report (21-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 21 Jan, 2026","Price on 20 Jan, 2026","Price on 19 Jan, 2026","Arrival on 21 Jan, 2026","Arrival on 20 Jan, 2026","Arrival on 19 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1945.46,1962.44,1920.21,71.47,64.84,51.76
Cereals,Barley(Jau),1980.00,2475.69,2283.00,2318.64,36.42,9.66,36.67
Cereals,Jowar(Sorghum),3699.00,3137.56,2000.00,5600.00,44.87,28.92,2.49
Cereals,Maize,2400.00,1583.07,1590.92,1607.56,43417.60,41693.20,49331.55
Cereals,Paddy(Common),2369.00,3731.26,3692.31,3645.28,27718.47,24710.68,22924.23
Cereals,Wheat,2425.00,2561.46,2580.05,2606.33,20026.43,16388.11,19311.89
Fibre Crops,Cotton,7710.00,7573.28,7539.69,7656.61,3402.37,3174.51,3857.11
Oil Seeds,Groundnut,7263.00,6637.54,6069.21,6392.31,387.43,246.70,235.91
Oil Seeds,Mustard,5950.00,6469.57,6423.62,6478.63,702.83,743.01,772.72
Oil Seeds,Niger Seed(Ramtil),9537.00,9850.00,9810.00,9641.53,4.30,5.90,24.20
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8716.78,8727.46,9108.29,11.46,9.13,7.29
Oil Seeds,Soyabean,5328.00,5176.94,5252.16,5280.59,7062.26,6674.58,6881.58
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6382.98,6699.69,6776.30,1406.51,1213.27,1393.17
Pulses,Bengal Gram(Gram)(Whole),5650.00,5232.26,5320.19,5333.69,1972.92,1616.52,1784.31
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6684.41,7332.14,7318.86,416.98,396.97,534.37
Pulses,Green Gram(Moong)(Whole),8768.00,7364.05,6501.36,7127.97,75.84,57.05,95.02
Pulses,Lentil(Masur)(Whole),6700.00,6038.82,5971.11,5735.51,199.59,221.97,260.45
Vegetables,Onion,-,1464.18,1545.82,1330.93,2695.69,3100.24,2444.13
Vegetables,Potato,-,742.72,895.73,847.31,1152.58,1394.68,1373.90
Vegetables,Tomato,-,-,450.00,-,-,19.20,-

