,,,,Marketwise Price & Arrival Report (22-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 22 Feb, 2026","Price on 21 Feb, 2026","Price on 20 Feb, 2026","Arrival on 22 Feb, 2026","Arrival on 21 Feb, 2026","Arrival on 20 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1650.00,1859.77,1825.00,24.20,9.92,13.01
Cereals,Barley(Jau),1980.00,-,2148.89,2300.49,-,35.88,16.75
Cereals,Jowar(Sorghum),3699.00,-,4200.00,-,-,0.44,-
Cereals,Maize,2400.00,1535.35,1510.90,1506.24,2802.07,11261.77,21707.05
Cereals,Paddy(Common),2369.00,3391.68,4020.24,3945.81,1102.76,3696.25,6336.36
Cereals,Wheat,2425.00,2397.56,2436.39,2413.14,2281.84,11354.27,13777.85
Fibre Crops,Cotton,7710.00,7432.87,7478.37,7479.50,546.86,873.86,984.66
Oil Seeds,Groundnut,7263.00,4809.47,6535.96,5928.68,12.30,9.41,15.51
Oil Seeds,Mustard,5950.00,6022.54,5965.62,6015.09,116.90,3667.17,4185.46
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8440.00,13235.14,7892.05,0.10,0.50,1.96
Oil Seeds,Soyabean,5328.00,4816.27,5143.77,5259.32,306.63,3801.35,6325.02
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6856.88,7758.22,7643.09,425.50,1354.26,1600.75
Pulses,Bengal Gram(Gram)(Whole),5650.00,5180.81,5246.09,5390.15,342.54,1622.65,2262.64
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6615.82,7710.83,6739.40,38.46,78.89,187.61
Pulses,Green Gram(Moong)(Whole),8768.00,5200.00,6489.03,6742.03,0.19,47.11,95.03
Pulses,Lentil(Masur)(Whole),6700.00,6513.76,6199.07,6074.73,18.41,699.08,864.09
Vegetables,Onion,-,700.00,1195.95,1112.44,12.20,1087.91,1969.68
Vegetables,Potato,-,565.15,817.37,774.90,52.80,633.00,865.42
Vegetables,Tomato,-,711.65,741.38,830.31,4.98,2.03,1.93

