,,,,Marketwise Price & Arrival Report (16-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 16 Feb, 2026","Price on 15 Feb, 2026","Price on 14 Feb, 2026","Arrival on 16 Feb, 2026","Arrival on 15 Feb, 2026","Arrival on 14 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2129.31,-,1876.65,49.19,-,22.76
Cereals,Barley(Jau),1980.00,2287.57,-,2286.72,2.72,-,41.41
Cereals,Jowar(Sorghum),3699.00,1925.00,-,-,6.86,-,-
Cereals,Maize,2400.00,1521.92,1644.29,1556.32,24813.25,232.08,2984.90
Cereals,Paddy(Common),2369.00,3844.07,2125.16,2519.52,5524.96,225.33,469.13
Cereals,Wheat,2425.00,2423.05,2473.59,2407.45,16035.90,456.97,3526.71
Fibre Crops,Cotton,7710.00,7574.47,7936.32,7531.30,1305.07,527.30,1019.58
Oil Seeds,Groundnut,7263.00,6199.93,4746.49,9545.69,77.27,12.21,47.30
Oil Seeds,Mustard,5950.00,6041.02,6370.93,6072.59,6000.09,53.61,734.62
Oil Seeds,Niger Seed(Ramtil),9537.00,9600.00,-,-,13.40,-,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,9222.98,-,8210.00,23.99,-,3.50
Oil Seeds,Soyabean,5328.00,5156.73,4520.83,5157.21,6162.83,56.10,1017.37
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7448.32,8270.95,8511.59,1606.21,329.08,920.22
Pulses,Bengal Gram(Gram)(Whole),5650.00,5279.27,-,5202.84,2156.06,-,379.34
Pulses,Black Gram(Urd Beans)(Whole),7800.00,7556.86,6650.58,8057.38,121.97,25.66,155.87
Pulses,Green Gram(Moong)(Whole),8768.00,7093.13,-,6350.00,106.77,-,1.71
Pulses,Lentil(Masur)(Whole),6700.00,5838.02,6850.00,5869.74,1310.89,0.86,174.39
Vegetables,Onion,-,1093.29,707.08,964.58,1886.27,2.83,1796.60
Vegetables,Potato,-,715.75,714.29,616.21,1002.33,17.50,1459.46
Vegetables,Tomato,-,866.96,758.75,1600.00,5.16,5.60,0.50

