,,,,Marketwise Price & Arrival Report (23-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 23 Mar, 2026","Price on 22 Mar, 2026","Price on 21 Mar, 2026","Arrival on 23 Mar, 2026","Arrival on 22 Mar, 2026","Arrival on 21 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1781.97,1400.00,1805.31,37.74,2.50,75.24
Cereals,Barley(Jau),2150.00,2110.03,-,1965.28,370.70,-,90.50
Cereals,Jowar(Sorghum),3699.00,2573.70,-,-,5.72,-,-
Cereals,Maize,2400.00,1684.53,1673.43,1626.32,12566.51,1890.42,3455.13
Cereals,Paddy(Common),2369.00,3861.28,3558.07,3652.30,5932.33,720.24,1173.89
Cereals,Wheat,2585.00,2312.14,2284.01,2278.97,81545.11,7182.14,11115.69
Fibre Crops,Cotton,7710.00,7391.26,6680.29,7371.07,460.23,65.55,174.87
Oil Seeds,Groundnut,7263.00,8028.17,5476.78,6633.61,89.84,19.48,60.40
Oil Seeds,Mustard,6200.00,6498.62,6653.46,6448.68,8170.82,681.56,1671.76
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8128.70,13302.50,7921.00,20.60,0.25,1.00
Oil Seeds,Soyabean,5328.00,5369.00,4814.73,5113.63,9306.29,390.34,3696.72
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7367.50,7948.06,7596.40,784.60,455.10,618.79
Pulses,Bengal Gram(Gram)(Whole),5875.00,5232.42,5044.83,5305.45,8992.04,510.27,750.98
Pulses,Black Gram(Urd Beans)(Whole),7800.00,8051.49,8759.03,8300.53,284.89,131.81,312.64
Pulses,Green Gram(Moong)(Whole),8768.00,6884.08,-,7202.58,177.07,-,22.22
Pulses,Lentil(Masur)(Whole),7000.00,6685.76,6089.09,6246.60,2442.39,32.41,38.53
Vegetables,Onion,-,907.21,800.85,-,960.70,40.45,-
Vegetables,Potato,-,622.20,470.18,358.00,566.95,77.80,75.00
Vegetables,Tomato,-,702.25,714.73,-,5.16,5.50,-

