,,,,Marketwise Price & Arrival Report (26-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 26 Feb, 2026","Price on 25 Feb, 2026","Price on 24 Feb, 2026","Arrival on 26 Feb, 2026","Arrival on 25 Feb, 2026","Arrival on 24 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1739.14,1653.08,1634.23,67.07,34.90,35.11
Cereals,Barley(Jau),1980.00,2137.70,2158.33,2157.30,102.15,51.05,32.88
Cereals,Jowar(Sorghum),3699.00,3800.00,-,5500.00,0.29,-,0.65
Cereals,Maize,2400.00,1569.89,1549.44,1540.67,21985.03,21962.85,21632.43
Cereals,Paddy(Common),2369.00,3962.31,4099.23,4052.32,6980.56,7025.49,8089.36
Cereals,Wheat,2425.00,2344.03,2346.18,2379.28,27418.94,24358.33,23094.32
Fibre Crops,Cotton,7710.00,7685.76,7416.07,7180.57,779.31,996.51,896.75
Oil Seeds,Groundnut,7263.00,6820.03,6442.20,5839.12,34.07,37.05,30.03
Oil Seeds,Mustard,5950.00,5751.86,5804.55,5838.02,8169.69,8509.01,8389.83
Oil Seeds,Niger Seed(Ramtil),9537.00,9820.00,9950.00,9705.00,3.00,3.00,8.10
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,7733.58,7901.83,-,1.15,22.00,-
Oil Seeds,Soyabean,5328.00,5177.34,5127.60,5154.82,6184.97,5564.46,5852.65
Oil Seeds,Sunflower,7721.00,6500.00,-,-,0.14,-,-
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7491.85,7529.45,7690.29,1222.37,1242.15,1112.81
Pulses,Bengal Gram(Gram)(Whole),5650.00,5163.19,5290.26,5242.26,3297.07,3124.18,2791.15
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6573.04,7842.88,7977.15,234.42,84.03,124.26
Pulses,Green Gram(Moong)(Whole),8768.00,6370.04,6369.12,6625.18,106.01,119.10,72.08
Pulses,Lentil(Masur)(Whole),6700.00,6183.88,6266.24,6149.12,2421.27,2034.53,1767.62
Vegetables,Onion,-,903.45,1050.71,1084.57,1644.90,1832.55,1879.59
Vegetables,Potato,-,612.97,658.35,649.92,864.72,585.60,1002.61
Vegetables,Tomato,-,602.48,857.14,745.45,20.47,1.40,2.20

