,,,,Marketwise Price & Arrival Report (09-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 09 Mar, 2026","Price on 08 Mar, 2026","Price on 07 Mar, 2026","Arrival on 09 Mar, 2026","Arrival on 08 Mar, 2026","Arrival on 07 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1735.97,1800.00,1738.93,47.59,20.00,58.39
Cereals,Barley(Jau),1980.00,1935.43,1926.37,1971.55,659.46,93.50,426.04
Cereals,Maize,2400.00,1646.52,1574.35,1580.30,17085.68,1509.90,9508.48
Cereals,Paddy(Common),2369.00,3772.05,3476.60,3825.28,3722.47,581.91,3439.66
Cereals,Wheat,2425.00,2273.91,2224.62,2277.48,40570.02,1355.40,22832.75
Fibre Crops,Cotton,7710.00,7516.88,7824.78,7418.58,409.50,53.01,362.98
Oil Seeds,Groundnut,7263.00,6058.67,5745.79,5283.36,116.50,8.59,47.16
Oil Seeds,Mustard,5950.00,6045.02,6072.50,5985.60,12465.41,552.91,8326.85
Oil Seeds,Niger Seed(Ramtil),9537.00,9900.00,-,-,2.00,-,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,7723.13,7800.00,8029.88,0.32,1.60,6.00
Oil Seeds,Soyabean,5328.00,5353.99,4983.26,5309.01,8442.72,197.48,5757.74
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7603.80,7827.64,7756.69,1033.25,574.38,1078.87
Pulses,Bengal Gram(Gram)(Whole),5650.00,5089.80,5193.15,5203.60,4184.81,267.30,1953.33
Pulses,Black Gram(Urd Beans)(Whole),7800.00,7428.63,7050.10,8689.13,172.15,30.30,152.56
Pulses,Green Gram(Moong)(Whole),8768.00,6879.75,-,6297.49,88.37,-,86.05
Pulses,Lentil(Masur)(Whole),6700.00,6096.97,-,6166.31,2669.48,-,1149.09
Vegetables,Onion,-,1005.21,1200.00,1157.11,1220.34,4.00,874.81
Vegetables,Potato,-,523.64,-,408.21,997.50,-,808.13
Vegetables,Tomato,-,670.52,896.23,702.90,5.63,0.53,2.76

