,,,,Marketwise Price & Arrival Report (08-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 08 Feb, 2026","Price on 07 Feb, 2026","Price on 06 Feb, 2026","Arrival on 08 Feb, 2026","Arrival on 07 Feb, 2026","Arrival on 06 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2005.00,2120.93,1878.60,22.30,76.13,29.97
Cereals,Barley(Jau),1980.00,2250.00,2200.39,2335.34,35.40,27.14,0.85
Cereals,Jowar(Sorghum),3699.00,-,6080.00,3600.00,-,0.12,0.19
Cereals,Maize,2400.00,1543.24,1515.68,1491.23,2952.81,13404.99,26096.91
Cereals,Paddy(Common),2369.00,3625.32,3892.81,3852.58,2791.67,7261.92,11049.46
Cereals,Wheat,2425.00,2452.35,2482.02,2474.21,1770.36,11135.52,14423.75
Fibre Crops,Cotton,7710.00,8430.70,7475.42,7601.49,732.03,1646.35,2048.61
Oil Seeds,Groundnut,7263.00,7417.01,7016.56,7207.00,39.53,80.94,52.36
Oil Seeds,Mustard,5950.00,6107.16,5753.81,6186.09,80.16,1646.62,1802.49
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8469.00,8463.50,8224.83,3.40,28.16,8.83
Oil Seeds,Soyabean,5328.00,5225.07,5497.76,5561.52,451.47,6477.49,10235.62
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8307.29,7513.71,8255.79,350.15,1112.62,1662.37
Pulses,Bengal Gram(Gram)(Whole),5650.00,5238.27,5324.13,5698.13,118.94,1319.29,1827.94
Pulses,Black Gram(Urd Beans)(Whole),7800.00,8530.39,7267.15,8020.61,48.79,395.44,341.64
Pulses,Green Gram(Moong)(Whole),8768.00,5753.77,5757.00,7803.04,31.00,26.44,62.54
Pulses,Lentil(Masur)(Whole),6700.00,5081.65,5852.24,5906.24,8.68,322.62,452.33
Vegetables,Onion,-,705.22,1121.42,1060.42,102.45,1402.24,1576.20
Vegetables,Potato,-,569.23,780.08,713.84,58.50,1111.65,847.38
Vegetables,Tomato,-,942.89,1275.08,443.65,8.51,6.18,61.33

