,,,,Marketwise Price & Arrival Report (11-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 11 Mar, 2026","Price on 10 Mar, 2026","Price on 09 Mar, 2026","Arrival on 11 Mar, 2026","Arrival on 10 Mar, 2026","Arrival on 09 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1796.89,1720.00,1735.97,41.72,4.83,47.59
Cereals,Barley(Jau),2150.00,1996.09,2036.71,1935.43,320.28,234.70,659.46
Cereals,Jowar(Sorghum),3699.00,2101.00,-,-,1.10,-,-
Cereals,Maize,2400.00,1647.14,1644.55,1646.52,13136.99,15134.55,17085.68
Cereals,Paddy(Common),2369.00,3941.44,3793.21,3772.05,4556.23,5294.06,3722.47
Cereals,Wheat,2585.00,2316.96,2296.80,2273.91,42285.64,36705.43,40570.02
Fibre Crops,Cotton,7710.00,7720.91,7630.45,7516.88,426.23,438.36,409.50
Oil Seeds,Groundnut,7263.00,6933.11,7515.12,6058.67,50.97,60.65,116.50
Oil Seeds,Mustard,6200.00,5944.76,5921.11,6045.02,10606.48,10506.55,12465.41
Oil Seeds,Niger Seed(Ramtil),9537.00,9701.00,-,9900.00,1.25,-,2.00
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,7665.74,8017.05,7723.13,1.84,0.97,0.32
Oil Seeds,Soyabean,5328.00,5302.68,5309.08,5353.99,7530.18,7805.67,8442.72
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7594.12,7638.68,7603.80,1055.95,906.76,1033.25
Pulses,Bengal Gram(Gram)(Whole),5875.00,5240.27,5151.01,5089.80,4705.01,4081.15,4184.81
Pulses,Black Gram(Urd Beans)(Whole),7800.00,7830.40,7263.44,7428.63,216.18,155.67,172.15
Pulses,Green Gram(Moong)(Whole),8768.00,6572.85,6816.63,6879.75,179.49,118.82,88.37
Pulses,Lentil(Masur)(Whole),7000.00,6289.12,6172.61,6096.97,2063.43,2303.95,2669.48
Vegetables,Onion,-,1066.97,945.02,1005.21,1224.86,1231.69,1220.34
Vegetables,Potato,-,622.26,574.27,523.64,577.72,1090.90,997.50
Vegetables,Tomato,-,685.59,732.47,670.52,6.56,8.60,5.63

