,,,,Marketwise Price & Arrival Report (15-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 15 Feb, 2026","Price on 14 Feb, 2026","Price on 13 Feb, 2026","Arrival on 15 Feb, 2026","Arrival on 14 Feb, 2026","Arrival on 13 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,-,1876.65,1848.35,-,22.76,64.07
Cereals,Barley(Jau),1980.00,-,2286.72,2298.25,-,41.41,80.38
Cereals,Jowar(Sorghum),3699.00,-,-,3526.18,-,-,1.27
Cereals,Maize,2400.00,1644.29,1556.32,1524.59,232.08,2984.90,30678.42
Cereals,Paddy(Common),2369.00,2125.16,2519.52,3863.83,225.33,469.13,5725.14
Cereals,Wheat,2425.00,2473.59,2407.45,2462.97,456.97,3526.71,16893.93
Fibre Crops,Cotton,7710.00,7936.32,7531.30,7569.32,527.30,1019.58,1923.42
Oil Seeds,Groundnut,7263.00,4746.49,9545.69,6095.59,12.21,47.30,51.12
Oil Seeds,Mustard,5950.00,6370.93,6072.59,6041.56,53.61,734.62,4642.59
Oil Seeds,Niger Seed(Ramtil),9537.00,-,-,9100.00,-,-,2.60
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,-,8210.00,9855.52,-,3.50,6.40
Oil Seeds,Soyabean,5328.00,4520.83,5157.21,5293.70,56.10,1017.37,6926.57
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8270.95,8511.59,7848.76,329.08,920.22,1156.65
Pulses,Bengal Gram(Gram)(Whole),5650.00,-,5202.84,5275.16,-,379.34,2128.36
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6650.58,8057.38,7607.85,25.66,155.87,259.93
Pulses,Green Gram(Moong)(Whole),8768.00,-,6350.00,6681.48,-,1.71,55.19
Pulses,Lentil(Masur)(Whole),6700.00,6850.00,5869.74,5940.42,0.86,174.39,1031.01
Vegetables,Onion,-,707.08,964.58,1139.83,2.83,1796.60,1815.14
Vegetables,Potato,-,714.29,616.21,701.56,17.50,1459.46,853.31
Vegetables,Tomato,-,758.75,1600.00,743.75,5.60,0.50,6.40

