,,,,Marketwise Price & Arrival Report (18-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 18 Feb, 2026","Price on 17 Feb, 2026","Price on 16 Feb, 2026","Arrival on 18 Feb, 2026","Arrival on 17 Feb, 2026","Arrival on 16 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1807.60,1941.00,2129.31,4.74,19.40,49.19
Cereals,Barley(Jau),1980.00,2398.45,2101.83,2287.57,22.34,27.17,2.72
Cereals,Jowar(Sorghum),3699.00,2000.00,1875.00,1925.00,0.20,6.05,6.86
Cereals,Maize,2400.00,1524.74,1542.97,1521.92,29426.89,18384.40,24813.25
Cereals,Paddy(Common),2369.00,4139.74,3876.48,3844.07,6707.43,4155.94,5524.96
Cereals,Wheat,2425.00,2402.13,2422.28,2423.05,17988.31,10028.98,16035.90
Fibre Crops,Cotton,7710.00,7462.54,7440.98,7574.47,951.67,1063.56,1305.07
Oil Seeds,Groundnut,7263.00,5292.51,6213.45,6199.93,30.71,54.94,77.27
Oil Seeds,Mustard,5950.00,5956.88,6174.60,6041.02,7526.88,3479.96,6000.09
Oil Seeds,Niger Seed(Ramtil),9537.00,8500.00,-,9600.00,25.25,-,13.40
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,7966.73,8570.97,9222.98,4.49,6.74,23.99
Oil Seeds,Soyabean,5328.00,5163.64,5211.00,5156.73,7491.63,3037.51,6162.83
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7307.25,7792.92,7448.32,664.63,613.29,1606.21
Pulses,Bengal Gram(Gram)(Whole),5650.00,5266.41,5302.27,5279.27,3066.24,1421.59,2156.06
Pulses,Black Gram(Urd Beans)(Whole),7800.00,7206.26,7849.07,7556.86,127.90,227.39,121.97
Pulses,Green Gram(Moong)(Whole),8768.00,7233.88,6978.73,7093.13,45.17,26.92,106.77
Pulses,Lentil(Masur)(Whole),6700.00,5931.06,5760.62,5838.02,1828.21,333.37,1310.89
Vegetables,Onion,-,1166.76,1154.28,1093.29,2420.58,1637.42,1886.27
Vegetables,Potato,-,705.72,621.94,715.75,1043.36,763.99,1002.33
Vegetables,Tomato,-,791.91,372.24,866.96,6.80,64.30,5.16

