state,commodity_group,commodity,price_date,price,source_date,price_type
Haryana,Cereals,Bajra(Pearl Millet/Cumbu),2026-03-28,1905.0,2026-04-01,Actual
Haryana,Cereals,Barley(Jau),2026-03-30,2156.59,2026-04-01,Actual
Haryana,Cereals,Barley(Jau),2026-03-29,2078.57,2026-04-01,Actual
Haryana,Cereals,Barley(Jau),2026-03-28,2065.83,2026-04-01,Actual
Haryana,Fibre Crops,Cotton,2026-03-30,7295.51,2026-04-01,Actual
Haryana,Fibre Crops,Cotton,2026-03-28,7673.74,2026-04-01,Actual
Haryana,Oil Seeds,Mustard,2026-03-30,6312.83,2026-04-01,Actual
Haryana,Oil Seeds,Mustard,2026-03-29,6351.75,2026-04-01,Actual
Haryana,Oil Seeds,Mustard,2026-03-28,6346.14,2026-04-01,Actual
Haryana,Pulses,Bengal Gram(Gram)(Whole),2026-03-30,5140.0,2026-04-01,Actual
Haryana,Vegetables,Onion,2026-03-30,1213.51,2026-04-01,Actual
Haryana,Vegetables,Onion,2026-03-29,1216.36,2026-04-01,Actual
Haryana,Vegetables,Onion,2026-03-28,1031.89,2026-04-01,Actual
Haryana,Vegetables,Potato,2026-03-30,540.19,2026-04-01,Actual
Haryana,Vegetables,Potato,2026-03-29,467.22,2026-04-01,Actual
Haryana,Vegetables,Potato,2026-03-28,438.86,2026-04-01,Actual
Haryana,Vegetables,Tomato,2026-03-30,1093.93,2026-04-01,Actual
Haryana,Vegetables,Tomato,2026-03-29,1097.83,2026-04-01,Actual
Haryana,Vegetables,Tomato,2026-03-28,944.08,2026-04-01,Actual
