state,commodity,predicted_date,predicted_price,confidence_score
Manipur,Bengal Gram(Gram)(Whole),2026-01-29,8141.45,MEDIUM
Manipur,Bengal Gram(Gram)(Whole),2026-01-30,8223.68,MEDIUM
Manipur,Bengal Gram(Gram)(Whole),2026-01-31,8305.92,MEDIUM
Manipur,Black Gram(Urd Beans)(Whole),2026-01-29,13612.5,MEDIUM
Manipur,Black Gram(Urd Beans)(Whole),2026-01-30,13750.0,MEDIUM
Manipur,Black Gram(Urd Beans)(Whole),2026-01-31,13887.5,MEDIUM
Manipur,Onion,2026-01-29,3676.66,MEDIUM
Manipur,Onion,2026-01-30,3713.8,MEDIUM
Manipur,Onion,2026-01-31,3750.93,MEDIUM
Manipur,Potato,2026-01-29,2227.5,MEDIUM
Manipur,Potato,2026-01-30,2250.0,MEDIUM
Manipur,Potato,2026-01-31,2272.5,MEDIUM
