state,commodity_group,commodity,price_date,price,source_date,price_type
Assam,Pulses,Lentil(Masur)(Whole),2026-03-09,9402.4,2026-03-11,Actual
Assam,Pulses,Lentil(Masur)(Whole),2026-03-07,9487.23,2026-03-11,Actual
Assam,Vegetables,Onion,2026-03-09,2086.73,2026-03-11,Actual
Assam,Vegetables,Onion,2026-03-08,1907.32,2026-03-11,Actual
Assam,Vegetables,Onion,2026-03-07,1897.33,2026-03-11,Actual
Assam,Vegetables,Potato,2026-03-09,1063.08,2026-03-11,Actual
Assam,Vegetables,Potato,2026-03-08,1119.69,2026-03-11,Actual
Assam,Vegetables,Potato,2026-03-07,1110.14,2026-03-11,Actual
Assam,Vegetables,Tomato,2026-03-09,2075.46,2026-03-11,Actual
Assam,Vegetables,Tomato,2026-03-08,1679.1,2026-03-11,Actual
Assam,Vegetables,Tomato,2026-03-07,1597.37,2026-03-11,Actual
