state,commodity,predicted_date,predicted_price,confidence_score
Punjab,Cotton,2026-01-30,7682.77,HIGH
Punjab,Cotton,2026-01-31,7678.65,HIGH
Punjab,Cotton,2026-02-01,7674.53,HIGH
Punjab,Mustard,2026-01-28,6390.0,LOW
Punjab,Mustard,2026-01-29,6390.0,LOW
Punjab,Mustard,2026-01-30,6390.0,LOW
Punjab,Onion,2026-01-30,1947.3,HIGH
Punjab,Onion,2026-01-31,2024.52,HIGH
Punjab,Onion,2026-02-01,2101.74,HIGH
Punjab,Potato,2026-01-30,340.95,HIGH
Punjab,Potato,2026-01-31,335.8,HIGH
Punjab,Potato,2026-02-01,330.65,HIGH
Punjab,Tomato,2026-01-30,1946.31,HIGH
Punjab,Tomato,2026-01-31,1993.61,HIGH
Punjab,Tomato,2026-02-01,2040.91,HIGH
Punjab,Wheat,2026-01-29,2440.0,LOW
Punjab,Wheat,2026-01-30,2440.0,LOW
Punjab,Wheat,2026-01-31,2440.0,LOW
