,,,,Marketwise Price & Arrival Report (13-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 13 Mar, 2026","Price on 12 Mar, 2026","Price on 11 Mar, 2026","Arrival on 13 Mar, 2026","Arrival on 12 Mar, 2026","Arrival on 11 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1883.90,1845.38,1870.96,1.00,22.80,16.65
Cereals,Barley(Jau),2150.00,1878.83,1884.18,1845.04,242.90,432.80,183.80
Cereals,Jowar(Sorghum),3699.00,-,2209.76,-,-,4.10,-
Cereals,Maize,2400.00,1458.85,1444.00,1443.14,213.00,334.76,235.50
Cereals,Paddy(Common),2369.00,3563.00,3730.00,3635.00,6800.10,6500.00,7200.00
Cereals,Wheat,2585.00,2351.53,2383.67,2396.15,616.40,1359.40,1277.25
Fibre Crops,Cotton,7710.00,7388.47,7364.29,7314.05,23.50,29.40,25.20
Oil Seeds,Groundnut,7263.00,-,6950.00,6450.00,-,110.00,130.00
Oil Seeds,Mustard,6200.00,6220.87,6222.88,6073.98,21673.65,15956.03,11391.52
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,17350.00,11600.00,17000.00,0.20,0.40,0.80
Oil Seeds,Soyabean,5328.00,5069.62,5171.56,6255.59,93.00,178.60,730.60
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,-,6260.00,-,-,0.24,-
Pulses,Bengal Gram(Gram)(Whole),5875.00,4811.29,5001.52,4666.46,196.90,207.65,98.30
Pulses,Black Gram(Urd Beans)(Whole),7800.00,5929.66,5244.12,6031.52,34.80,85.00,45.90
Pulses,Green Gram(Moong)(Whole),8768.00,7300.16,6671.98,7149.38,74.35,84.10,113.40
Pulses,Lentil(Masur)(Whole),7000.00,6752.94,6370.53,6393.97,19.00,12.18,16.76
Vegetables,Onion,-,941.20,856.57,653.76,1671.60,1203.45,620.55
Vegetables,Potato,-,577.57,616.28,701.25,367.00,424.00,179.50
Vegetables,Tomato,-,1064.03,1403.90,1429.57,425.40,464.50,51.40

