,,,,Marketwise Price & Arrival Report (04-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 04 Mar, 2026","Price on 03 Mar, 2026","Price on 02 Mar, 2026","Arrival on 04 Mar, 2026","Arrival on 03 Mar, 2026","Arrival on 02 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,-,1726.00,1710.33,-,0.10,1.20
Cereals,Barley(Jau),1980.00,2015.14,-,1855.45,3.58,-,37.60
Cereals,Maize,2400.00,1453.17,-,1525.21,21.04,-,98.00
Cereals,Paddy(Common),2369.00,-,-,3636.00,-,-,5800.00
Cereals,Wheat,2425.00,2409.38,2322.86,2297.17,39.08,4.30,888.40
Fibre Crops,Cotton,7710.00,-,-,7252.43,-,-,46.90
Oil Seeds,Groundnut,7263.00,-,-,6600.00,-,-,70.00
Oil Seeds,Mustard,5950.00,5700.31,5600.06,5856.42,424.96,173.70,6403.20
Oil Seeds,Soyabean,5328.00,4800.00,5100.00,5067.50,11.44,3.50,96.00
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6075.00,-,-,0.80,-,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,5150.00,5150.00,4934.79,11.90,3.90,38.40
Pulses,Black Gram(Urd Beans)(Whole),7800.00,-,5000.00,4864.92,-,1.00,30.50
Pulses,Green Gram(Moong)(Whole),8768.00,5300.00,-,6536.53,7.60,-,12.90
Pulses,Lentil(Masur)(Whole),6700.00,5760.00,-,5270.00,1.68,-,2.00
Vegetables,Onion,-,915.66,797.80,1372.09,28.10,42.90,15.00
Vegetables,Potato,-,646.63,715.12,763.80,68.20,12.60,16.60
Vegetables,Tomato,-,1171.10,1148.58,1501.43,26.30,3.30,6.70

