,,,,Marketwise Price & Arrival Report (03-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 03 Feb, 2026","Price on 02 Feb, 2026","Price on 01 Feb, 2026","Arrival on 03 Feb, 2026","Arrival on 02 Feb, 2026","Arrival on 01 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2213.80,2008.18,2188.03,68.55,36.75,61.40
Cereals,Barley(Jau),1980.00,2400.00,2097.86,2364.71,19.30,34.70,17.00
Cereals,Jowar(Sorghum),3699.00,1945.00,2023.00,2100.00,1.00,0.50,2.50
Cereals,Maize,2400.00,1619.81,1570.98,1783.54,420.70,302.34,40.10
Cereals,Paddy(Common),2369.00,3588.00,3425.00,-,16500.00,12000.00,-
Cereals,Wheat,2425.00,2466.88,2586.37,2521.25,331.74,843.44,139.40
Fibre Crops,Cotton,7710.00,7511.66,7723.06,-,193.50,164.80,-
Oil Seeds,Groundnut,7263.00,-,6271.91,-,-,131.36,-
Oil Seeds,Mustard,5950.00,6248.63,6060.10,6984.10,980.20,1119.70,62.90
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8900.00,-,-,1.80,-,-
Oil Seeds,Soyabean,5328.00,5394.54,5125.01,-,240.30,259.60,-
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6743.00,6770.00,-,6.88,6.64,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,5139.05,5054.96,5390.00,10.50,4.90,72.00
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6771.85,5674.25,7373.00,88.70,134.50,46.00
Pulses,Green Gram(Moong)(Whole),8768.00,6983.81,7387.46,5800.00,931.40,1407.20,16.00
Pulses,Lentil(Masur)(Whole),6700.00,5520.37,4851.00,-,2.16,1.00,-
Vegetables,Onion,-,1172.06,1174.33,1480.59,328.10,385.30,26.30
Vegetables,Potato,-,516.54,508.26,837.98,410.50,298.40,9.20
Vegetables,Tomato,-,937.43,956.68,2033.20,94.30,111.50,3.00

