,,,,Marketwise Price & Arrival Report (21-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 21 Jan, 2026","Price on 20 Jan, 2026","Price on 19 Jan, 2026","Arrival on 21 Jan, 2026","Arrival on 20 Jan, 2026","Arrival on 19 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2069.16,2184.18,2117.01,117.55,100.25,134.25
Cereals,Barley(Jau),1980.00,2299.76,2266.44,2239.34,8.50,2.50,61.80
Cereals,Jowar(Sorghum),3699.00,2122.89,-,2337.58,1.90,-,9.10
Cereals,Maize,2400.00,2372.50,1664.55,1692.47,1058.10,813.70,450.50
Cereals,Paddy(Common),2369.00,3219.97,3259.99,-,30001.20,22000.30,-
Cereals,Wheat,2425.00,2562.25,2626.08,2718.57,1382.90,950.05,674.85
Fibre Crops,Cotton,7710.00,7588.66,7575.74,7515.10,530.10,666.60,468.40
Oil Seeds,Groundnut,7263.00,6067.74,6098.74,6061.96,307.06,3565.90,440.60
Oil Seeds,Mustard,5950.00,6220.75,6593.76,6510.62,682.80,1728.70,649.50
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8000.00,8550.00,9926.47,0.20,0.20,1.70
Oil Seeds,Soyabean,5328.00,5657.22,4912.19,4801.58,376.10,321.06,324.68
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6160.00,5250.00,5500.00,2.88,2.08,2.16
Pulses,Bengal Gram(Gram)(Whole),5650.00,5038.07,5011.69,5335.20,16.60,22.50,167.00
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6163.62,5971.93,6484.24,159.10,59.00,76.70
Pulses,Green Gram(Moong)(Whole),8768.00,6718.77,6882.52,6990.49,943.30,1012.70,1101.90
Pulses,Lentil(Masur)(Whole),6700.00,5575.69,5400.00,-,10.24,3.00,-
Vegetables,Onion,-,997.86,1319.98,1337.19,1025.60,432.85,371.80
Vegetables,Potato,-,501.79,591.71,622.85,423.30,335.30,504.20
Vegetables,Tomato,-,1730.06,1903.91,1904.57,129.90,94.60,89.70

