,,,,Marketwise Price & Arrival Report (17-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 17 Jan, 2026","Price on 16 Jan, 2026","Price on 15 Jan, 2026","Arrival on 17 Jan, 2026","Arrival on 16 Jan, 2026","Arrival on 15 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2190.51,2313.97,2167.54,103.10,112.10,177.60
Cereals,Barley(Jau),1980.00,2099.02,2219.98,2444.75,28.01,7.96,9.90
Cereals,Jowar(Sorghum),3699.00,-,2750.83,2181.09,-,3.00,4.30
Cereals,Maize,2400.00,1698.39,1691.21,1670.52,233.10,215.20,402.14
Cereals,Paddy(Common),2369.00,-,-,2126.00,-,-,1.00
Cereals,Wheat,2425.00,2751.91,2727.20,3168.45,448.20,637.40,641.52
Fibre Crops,Cotton,7710.00,7739.23,7459.46,7750.28,313.10,711.80,502.30
Oil Seeds,Groundnut,7263.00,5909.24,5914.39,5952.19,207.92,268.50,426.50
Oil Seeds,Mustard,5950.00,6572.36,6386.59,7080.78,344.60,872.60,490.78
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8407.27,8033.33,8766.00,2.20,0.90,0.80
Oil Seeds,Soyabean,5328.00,4808.04,4827.27,5208.95,244.94,344.50,342.10
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6000.00,5000.00,5200.00,1.92,1.20,1.84
Pulses,Bengal Gram(Gram)(Whole),5650.00,5353.34,5521.80,5507.59,73.90,231.60,308.50
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6832.21,6057.73,6411.89,122.60,58.00,141.10
Pulses,Green Gram(Moong)(Whole),8768.00,6421.42,7119.23,6896.94,155.30,1265.30,1005.30
Vegetables,Onion,-,1656.62,1334.37,1305.03,50.25,469.15,282.30
Vegetables,Potato,-,853.25,540.33,533.24,35.40,331.40,353.50
Vegetables,Tomato,-,2391.96,1865.03,2113.51,5.00,339.70,61.80

