,,,,Marketwise Price & Arrival Report (30-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 30 Jan, 2026","Price on 29 Jan, 2026","Price on 28 Jan, 2026","Arrival on 30 Jan, 2026","Arrival on 29 Jan, 2026","Arrival on 28 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1961.42,2184.00,2038.88,34.60,71.20,87.80
Cereals,Barley(Jau),1980.00,1566.22,2384.73,2300.00,8.88,17.60,5.00
Cereals,Jowar(Sorghum),3699.00,4600.00,1900.00,2116.05,3.00,2.50,9.50
Cereals,Maize,2400.00,1562.27,1569.14,1565.17,486.40,1283.60,609.62
Cereals,Paddy(Common),2369.00,3502.00,3311.00,3349.98,29500.00,25500.00,17500.70
Cereals,Wheat,2425.00,2539.72,2607.01,2554.84,1192.95,870.96,1185.66
Fibre Crops,Cotton,7710.00,7589.79,7567.72,7745.18,293.90,323.80,447.10
Oil Seeds,Groundnut,7263.00,6228.10,6343.42,6018.36,507.60,785.13,538.80
Oil Seeds,Mustard,5950.00,6596.31,6662.51,6532.71,1185.25,920.20,1129.20
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,-,9491.63,14140.48,-,1.90,2.10
Oil Seeds,Soyabean,5328.00,5197.84,5072.33,5280.11,286.94,316.50,269.90
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6980.00,6960.00,6800.00,5.12,9.84,9.44
Pulses,Bengal Gram(Gram)(Whole),5650.00,5358.61,5233.23,5245.74,193.90,253.50,150.20
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6737.29,6317.63,6863.36,89.40,181.70,228.30
Pulses,Green Gram(Moong)(Whole),8768.00,7030.35,7078.18,6952.98,635.10,767.50,967.60
Pulses,Lentil(Masur)(Whole),6700.00,-,-,5953.92,-,-,3.32
Vegetables,Onion,-,1357.79,1347.91,1345.30,169.55,438.50,408.60
Vegetables,Potato,-,520.50,533.73,581.43,233.70,774.70,327.10
Vegetables,Tomato,-,1161.64,1224.59,1404.47,61.40,164.30,73.80

