,,,,Marketwise Price & Arrival Report (11-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 11 Feb, 2026","Price on 10 Feb, 2026","Price on 09 Feb, 2026","Arrival on 11 Feb, 2026","Arrival on 10 Feb, 2026","Arrival on 09 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2476.65,2364.02,2154.11,140.10,167.65,146.20
Cereals,Barley(Jau),1980.00,2337.16,2368.00,2294.17,6.54,2.50,2.40
Cereals,Jowar(Sorghum),3699.00,2660.00,3985.63,2434.91,1.00,4.80,5.80
Cereals,Maize,2400.00,1551.99,1526.40,1553.26,289.24,392.94,545.28
Cereals,Paddy(Common),2369.00,3511.00,3665.00,3686.00,15000.00,14000.00,10500.00
Cereals,Wheat,2425.00,2497.53,2522.06,2528.39,1593.80,925.80,4931.20
Fibre Crops,Cotton,7710.00,7374.74,7410.15,7616.81,159.90,101.70,251.50
Oil Seeds,Groundnut,7263.00,6202.16,6348.55,6266.38,246.60,137.30,130.70
Oil Seeds,Mustard,5950.00,6318.82,6039.38,5971.93,4652.80,2990.43,3281.39
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,7000.00,9062.14,8928.33,0.10,2.58,0.90
Oil Seeds,Soyabean,5328.00,4982.31,5101.92,5106.74,319.04,365.26,315.30
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6700.00,6435.00,6550.00,2.40,6.16,3.20
Pulses,Bengal Gram(Gram)(Whole),5650.00,5292.63,5120.29,5225.27,130.10,19.70,82.80
Pulses,Black Gram(Urd Beans)(Whole),7800.00,5853.66,6085.57,5857.97,96.90,92.50,92.20
Pulses,Green Gram(Moong)(Whole),8768.00,6983.33,6713.12,6569.82,575.40,169.40,299.20
Pulses,Lentil(Masur)(Whole),6700.00,5980.00,6060.00,5796.30,4.08,5.04,5.40
Vegetables,Onion,-,1174.21,1035.11,1175.60,319.15,1739.70,280.50
Vegetables,Potato,-,642.56,627.85,632.16,296.30,514.10,367.90
Vegetables,Tomato,-,959.60,1024.56,1002.33,92.10,107.70,152.40

