,,,,Marketwise Price & Arrival Report (13-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 13 Feb, 2026","Price on 12 Feb, 2026","Price on 11 Feb, 2026","Arrival on 13 Feb, 2026","Arrival on 12 Feb, 2026","Arrival on 11 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2062.98,1933.69,2476.65,42.55,123.55,140.10
Cereals,Barley(Jau),1980.00,2239.87,2414.29,2337.16,83.90,2.10,6.54
Cereals,Jowar(Sorghum),3699.00,2975.00,3150.00,2660.00,1.20,0.30,1.00
Cereals,Maize,2400.00,1507.63,1543.50,1551.99,654.32,461.48,289.24
Cereals,Paddy(Common),2369.00,3645.00,3625.93,3511.00,12500.00,13501.80,15000.00
Cereals,Wheat,2425.00,2470.73,2470.87,2497.53,1246.80,1479.14,1593.80
Fibre Crops,Cotton,7710.00,7103.53,7275.99,7374.74,652.50,194.60,159.90
Oil Seeds,Groundnut,7263.00,6142.62,6257.15,6202.16,317.20,239.80,246.60
Oil Seeds,Mustard,5950.00,6139.19,6141.40,6318.82,4127.23,3745.90,4652.80
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,-,8400.00,7000.00,-,0.10,0.10
Oil Seeds,Soyabean,5328.00,4909.00,4977.45,4982.31,220.60,249.30,319.04
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6450.00,6200.00,6700.00,1.92,3.04,2.40
Pulses,Bengal Gram(Gram)(Whole),5650.00,5190.71,5234.60,5292.63,121.60,154.90,130.10
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6984.77,6353.11,5853.66,111.00,152.90,96.90
Pulses,Green Gram(Moong)(Whole),8768.00,7245.32,6869.93,6983.33,614.30,344.40,575.40
Pulses,Lentil(Masur)(Whole),6700.00,5926.00,5891.00,5980.00,7.52,2.40,4.08
Vegetables,Onion,-,1251.48,1233.11,1174.21,263.50,382.60,319.15
Vegetables,Potato,-,661.08,614.21,642.56,330.10,267.00,296.30
Vegetables,Tomato,-,965.57,924.98,959.60,169.60,121.50,92.10

