,,,,Marketwise Price & Arrival Report (28-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 28 Feb, 2026","Price on 27 Feb, 2026","Price on 26 Feb, 2026","Arrival on 28 Feb, 2026","Arrival on 27 Feb, 2026","Arrival on 26 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,1799.66,1846.60,2031.70,29.80,69.60,13.30
Cereals,Barley(Jau),1980.00,2111.76,1927.37,2172.02,8.50,64.42,32.50
Cereals,Maize,2400.00,1428.95,1444.81,1476.25,408.00,326.08,428.58
Cereals,Paddy(Common),2369.00,3816.00,3731.00,3663.00,10500.00,11000.00,10000.00
Cereals,Wheat,2425.00,2251.44,2366.86,2335.59,974.90,1777.22,1687.84
Fibre Crops,Cotton,7710.00,7414.12,7371.88,7381.96,73.80,149.80,79.00
Oil Seeds,Groundnut,7263.00,-,6301.43,6260.46,-,82.30,155.40
Oil Seeds,Mustard,5950.00,5952.10,5836.08,5906.91,5557.90,6155.84,40901.53
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,-,17300.00,18950.00,-,0.30,0.20
Oil Seeds,Soyabean,5328.00,4711.88,4941.74,5026.52,16.00,225.86,191.28
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,-,6050.00,6295.00,-,2.40,0.24
Pulses,Bengal Gram(Gram)(Whole),5650.00,5039.68,4986.82,4971.87,55.90,94.80,126.10
Pulses,Black Gram(Urd Beans)(Whole),7800.00,5831.04,6005.78,6030.02,55.30,128.00,85.80
Pulses,Green Gram(Moong)(Whole),8768.00,7284.90,7325.55,7583.33,398.10,617.00,717.50
Pulses,Lentil(Masur)(Whole),6700.00,-,5860.00,5705.00,-,11.12,6.80
Vegetables,Onion,-,-,1153.39,1129.94,-,1047.95,2598.95
Vegetables,Potato,-,-,673.36,561.42,-,61.00,536.50
Vegetables,Tomato,-,-,862.29,786.34,-,282.40,243.50

