,,,,Marketwise Price & Arrival Report (04-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 04 Feb, 2026","Price on 03 Feb, 2026","Price on 02 Feb, 2026","Arrival on 04 Feb, 2026","Arrival on 03 Feb, 2026","Arrival on 02 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2117.01,2213.80,2008.18,211.55,68.55,36.75
Cereals,Barley(Jau),1980.00,2437.43,2400.00,2097.86,17.90,19.30,34.70
Cereals,Jowar(Sorghum),3699.00,2564.38,1945.00,2023.00,0.80,1.00,0.50
Cereals,Maize,2400.00,1603.49,1619.81,1570.98,303.10,420.70,302.34
Cereals,Paddy(Common),2369.00,3625.00,3588.00,3425.00,18500.00,16500.00,12000.00
Cereals,Wheat,2425.00,2525.07,2466.88,2586.37,1797.23,331.74,843.44
Fibre Crops,Cotton,7710.00,7575.29,7511.66,7723.06,231.50,193.50,164.80
Oil Seeds,Groundnut,7263.00,6189.62,-,6271.91,310.70,-,131.36
Oil Seeds,Mustard,5950.00,6036.72,6248.63,6060.10,1777.75,980.20,1119.70
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,-,8900.00,-,-,1.80,-
Oil Seeds,Soyabean,5328.00,5403.43,5394.54,5125.01,374.70,240.30,259.60
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6830.00,6743.00,6770.00,2.00,6.88,6.64
Pulses,Bengal Gram(Gram)(Whole),5650.00,5405.13,5139.05,5054.96,133.20,10.50,4.90
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6980.57,6771.85,5674.25,284.00,88.70,134.50
Pulses,Green Gram(Moong)(Whole),8768.00,7108.60,6983.81,7387.46,894.70,931.40,1407.20
Pulses,Lentil(Masur)(Whole),6700.00,7000.00,5520.37,4851.00,0.48,2.16,1.00
Vegetables,Onion,-,1200.05,1172.06,1174.33,804.20,328.10,385.30
Vegetables,Potato,-,533.18,516.54,508.26,748.90,410.50,298.40
Vegetables,Tomato,-,978.11,937.43,956.68,127.70,94.30,111.50

