,,,,Marketwise Price & Arrival Report (22-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 22 Jan, 2026","Price on 21 Jan, 2026","Price on 20 Jan, 2026","Arrival on 22 Jan, 2026","Arrival on 21 Jan, 2026","Arrival on 20 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2122.29,2069.16,2184.18,158.30,117.55,100.25
Cereals,Barley(Jau),1980.00,2234.93,2299.76,2266.44,11.90,8.50,2.50
Cereals,Jowar(Sorghum),3699.00,2346.95,2122.89,-,4.10,1.90,-
Cereals,Maize,2400.00,1647.68,2372.50,1664.55,1034.00,1058.10,813.70
Cereals,Paddy(Common),2369.00,3140.00,3219.97,3259.99,26500.00,30001.20,22000.30
Cereals,Wheat,2425.00,2566.72,2562.25,2626.08,1571.50,1382.90,950.05
Fibre Crops,Cotton,7710.00,7309.33,7588.66,7575.74,384.70,530.10,666.60
Oil Seeds,Groundnut,7263.00,6119.33,6067.74,6098.74,556.60,307.06,3565.90
Oil Seeds,Mustard,5950.00,6468.18,6220.75,6593.76,670.30,682.80,1728.70
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8800.00,8000.00,8550.00,1.40,0.20,0.20
Oil Seeds,Soyabean,5328.00,4926.34,5657.22,4912.19,328.46,376.10,321.06
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6200.00,6160.00,5250.00,4.48,2.88,2.08
Pulses,Bengal Gram(Gram)(Whole),5650.00,5252.13,5038.07,5011.69,172.00,16.60,22.50
Pulses,Black Gram(Urd Beans)(Whole),7800.00,5916.63,6163.62,5971.93,244.80,159.10,59.00
Pulses,Green Gram(Moong)(Whole),8768.00,6732.79,6718.77,6882.52,637.70,943.30,1012.70
Pulses,Lentil(Masur)(Whole),6700.00,5375.00,5575.69,5400.00,0.30,10.24,3.00
Vegetables,Onion,-,1295.22,997.86,1319.98,314.20,1025.60,432.85
Vegetables,Potato,-,524.35,501.79,591.71,538.50,423.30,335.30
Vegetables,Tomato,-,1757.29,1730.06,1903.91,97.40,129.90,94.60

