,,,,Marketwise Price & Arrival Report (09-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 09 Feb, 2026","Price on 08 Feb, 2026","Price on 07 Feb, 2026","Arrival on 09 Feb, 2026","Arrival on 08 Feb, 2026","Arrival on 07 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2154.11,1900.00,2140.75,146.20,59.00,101.00
Cereals,Barley(Jau),1980.00,2294.17,2000.00,2329.95,2.40,8.00,38.80
Cereals,Jowar(Sorghum),3699.00,2434.91,2800.00,3150.00,5.80,1.20,0.40
Cereals,Maize,2400.00,1553.26,1760.81,1600.43,545.28,29.60,241.74
Cereals,Paddy(Common),2369.00,3686.00,-,3655.99,10500.00,-,23500.20
Cereals,Wheat,2425.00,2528.39,2495.00,2530.79,4931.20,91.00,1237.00
Fibre Crops,Cotton,7710.00,7616.81,7600.00,7569.67,251.50,7.40,127.40
Oil Seeds,Groundnut,7263.00,6266.38,5300.00,6718.91,130.70,1.20,153.68
Oil Seeds,Mustard,5950.00,5971.93,6865.85,6191.57,3281.39,106.60,1852.62
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8928.33,-,9601.27,0.90,-,1.10
Oil Seeds,Soyabean,5328.00,5106.74,-,5175.32,315.30,-,324.40
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,6550.00,-,5619.26,3.20,-,7.04
Pulses,Bengal Gram(Gram)(Whole),5650.00,5225.27,5400.00,5187.78,82.80,105.00,127.60
Pulses,Black Gram(Urd Beans)(Whole),7800.00,5857.97,5300.00,6971.02,92.20,78.00,148.70
Pulses,Green Gram(Moong)(Whole),8768.00,6569.82,7491.40,6689.35,299.20,58.70,250.30
Pulses,Lentil(Masur)(Whole),6700.00,5796.30,-,-,5.40,-,-
Vegetables,Onion,-,1175.60,1110.63,1368.60,280.50,194.20,58.75
Vegetables,Potato,-,632.16,691.01,800.23,367.90,211.20,64.50
Vegetables,Tomato,-,1002.33,938.77,1589.33,152.40,43.20,7.50

