,,,,Marketwise Price & Arrival Report (10-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 10 Feb, 2026","Price on 09 Feb, 2026","Price on 08 Feb, 2026","Arrival on 10 Feb, 2026","Arrival on 09 Feb, 2026","Arrival on 08 Feb, 2026"
Oil Seeds,Copra,12100.00,20966.87,21681.32,-,33.20,18.20,-
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,12266.67,12100.00,-,3.00,3.00,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,8100.00,8250.00,-,2.00,2.00,-
Pulses,Black Gram(Urd Beans)(Whole),7800.00,12200.00,8540.00,-,5.00,5.00,-
Pulses,Green Gram(Moong)(Whole),8768.00,11166.67,11233.33,-,3.00,3.00,-
Vegetables,Onion,-,2810.25,2581.61,3439.40,388.97,421.24,17.64
Vegetables,Potato,-,2562.13,2555.88,3610.01,191.53,222.11,6.99
Vegetables,Tomato,-,2796.13,2755.25,2548.92,325.62,324.60,12.49

