,,,,Marketwise Price & Arrival Report (18-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 18 Feb, 2026","Price on 17 Feb, 2026","Price on 16 Feb, 2026","Arrival on 18 Feb, 2026","Arrival on 17 Feb, 2026","Arrival on 16 Feb, 2026"
Oil Seeds,Copra,12100.00,19913.58,21558.82,21681.32,16.20,15.30,18.20
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,12800.00,11600.00,12033.33,1.00,3.00,3.00
Pulses,Bengal Gram(Gram)(Whole),5650.00,7750.00,7750.00,8050.00,2.00,2.00,2.00
Pulses,Black Gram(Urd Beans)(Whole),7800.00,11466.67,12080.00,12140.00,3.00,5.00,5.00
Pulses,Green Gram(Moong)(Whole),8768.00,11166.67,11166.67,11233.33,3.00,3.00,3.00
Vegetables,Onion,-,2531.87,3405.70,2647.61,380.17,3775.07,400.46
Vegetables,Potato,-,3013.37,3206.07,2747.80,193.67,187.75,196.77
Vegetables,Tomato,-,3323.51,3216.34,2839.59,317.98,306.64,324.27

