,,,,Marketwise Price & Arrival Report (18-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 18 Mar, 2026","Price on 17 Mar, 2026","Price on 16 Mar, 2026","Arrival on 18 Mar, 2026","Arrival on 17 Mar, 2026","Arrival on 16 Mar, 2026"
Oil Seeds,Copra,12100.00,15602.82,11800.00,15743.97,14.20,0.20,23.20
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,11566.67,12700.00,11633.33,3.00,1.00,3.00
Pulses,Bengal Gram(Gram)(Whole),5875.00,7850.00,8300.00,8050.00,2.00,1.00,2.00
Pulses,Black Gram(Urd Beans)(Whole),7800.00,12180.00,11633.33,12120.00,5.00,3.00,5.00
Pulses,Green Gram(Moong)(Whole),8768.00,11766.67,11766.67,11866.67,3.00,3.00,3.00
Vegetables,Onion,-,2661.87,2500.97,2432.75,396.87,192.90,255.96
Vegetables,Potato,-,2908.95,3001.82,2829.38,148.12,127.50,179.10
Vegetables,Tomato,-,3141.13,2530.88,2486.44,183.73,298.05,337.10

