,,,,Marketwise Price & Arrival Report (24-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 24 Feb, 2026","Price on 23 Feb, 2026","Price on 22 Feb, 2026","Arrival on 24 Feb, 2026","Arrival on 23 Feb, 2026","Arrival on 22 Feb, 2026"
Oil Seeds,Copra,12100.00,19377.02,20056.74,-,3.22,28.20,-
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,11700.00,12233.33,-,3.00,3.00,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,8250.00,8050.00,-,2.00,2.00,-
Pulses,Black Gram(Urd Beans)(Whole),7800.00,12140.00,12100.00,-,5.00,5.00,-
Pulses,Green Gram(Moong)(Whole),8768.00,11733.33,11566.67,-,3.00,3.00,-
Vegetables,Onion,-,2363.84,2490.39,2567.12,406.46,415.35,287.14
Vegetables,Potato,-,2999.67,3182.43,2917.06,215.47,213.95,150.04
Vegetables,Tomato,-,3577.09,2732.70,3308.95,195.07,373.35,121.07

