,,,,Marketwise Price & Arrival Report (07-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 07 Mar, 2026","Price on 06 Mar, 2026","Price on 05 Mar, 2026","Arrival on 07 Mar, 2026","Arrival on 06 Mar, 2026","Arrival on 05 Mar, 2026"
Oil Seeds,Copra,12100.00,14506.06,15637.25,15848.68,3.30,10.20,15.20
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,11600.00,11600.00,11866.67,3.00,3.00,3.00
Pulses,Bengal Gram(Gram)(Whole),5650.00,7600.00,7500.00,7700.00,1.00,2.00,2.00
Pulses,Black Gram(Urd Beans)(Whole),7800.00,12500.00,12200.00,12140.00,4.00,5.00,5.00
Pulses,Green Gram(Moong)(Whole),8768.00,12500.00,11733.33,11633.33,2.00,3.00,3.00
Vegetables,Onion,-,3045.22,2713.99,2337.38,227.96,371.06,377.09
Vegetables,Potato,-,3095.12,3277.75,3013.64,65.99,181.19,191.11
Vegetables,Tomato,-,2040.30,2377.47,2364.95,179.99,312.88,321.46

