,,,,Marketwise Price & Arrival Report (29-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 29 Jan, 2026","Price on 28 Jan, 2026","Price on 27 Jan, 2026","Arrival on 29 Jan, 2026","Arrival on 28 Jan, 2026","Arrival on 27 Jan, 2026"
Oil Seeds,Copra,12100.00,20168.55,19707.32,20054.89,14.18,8.20,13.30
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,12366.67,13100.00,12366.67,3.00,1.00,3.00
Pulses,Bengal Gram(Gram)(Whole),5650.00,8250.00,8250.00,8250.00,2.00,2.00,2.00
Pulses,Black Gram(Urd Beans)(Whole),7800.00,12000.00,11700.00,11880.00,5.00,2.00,5.00
Pulses,Green Gram(Moong)(Whole),8768.00,11233.33,11233.33,11233.33,3.00,3.00,3.00
Vegetables,Onion,-,3549.86,3298.75,3425.05,304.46,400.27,418.28
Vegetables,Potato,-,3025.39,2758.76,3459.56,107.78,198.32,184.26
Vegetables,Tomato,-,2548.75,3340.11,3696.30,233.50,1048.14,298.20

